абитуриент	entrant
увидеть мельком	glimpse
увидеть своими глазами	witness
увиливание	equivocation
увильнуть	evade
увлажнитель	moisturizer
увлажняющий крем	moisturizer
увлекательный	fascinating
увлекать	infatuate
увлекаться	addict; immerse
увлеченный	keen
увлеченный (чем-л.)	absorbed
увольнять	dismiss; lay off; sack; retire; discharge
уворачиваться	dodge
увы	alas
увядать	fade
угадывать	divine
угловатый	angular
углубление	dredge; hollow
углубляться	delve
угнетение	oppression
уговоривать	persuade
угодливый	adulatory
угождать	cater
угол пересечения	incidence
уголовник	felon
уголовно наказуемый	penal
угощать	treat
угробить	ditch
угрожать	threaten
угроза	threat; menace
угрызения совести	compunction; remorse
угрюмо	sullenly
угрюмый	morose; sullen; gloomy; somber
удав	boa
удавить	strangle
удаль	prowess
удар	bump; bang; clap; thrust
удар (ножом)	stab
удар в спину	backstab
ударение	emphasis
ударить	punch; smite
ударять	struck; strike
удачно	aptly
удачный	fortuitous
уделять	devote
уделять внимание	attend
удержание отпугивание	deterrence
удерживание	retention
удерживать	deter; retain; withhold; restrain; deduct
удерживать силой	coerce
удивительный	remarkable; wondrous
удивление	amazement; wonder
удивлять	astonish
удобно	cozy
удобный	cozy
удобрение	fertilizer; manure
удобрять	manure
удобства	amenity; facilities
удовлетворенность	contentment
удовлетворенный	contented
удовлетворительный	satisfactory
удовлетворять	quench; suffice
удовлетворять условию	satisfy a condition
удовольствие	delight; treat
удостоверять	attest
удостоверяться	ascertain
удочка	rod
удушать	stifle
